               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  90,            0.035564,            0.014704,                   0,             0.90936,             0.68421,             0.77783,             0.41197,            0.036716,           0.0087615,                   0,            0.001189,            0.001189,            0.001189
                  91,             0.03642,            0.014884,                   0,             0.93175,             0.71935,             0.78348,             0.42068,            0.036398,           0.0087182,                   0,             0.00109,             0.00109,             0.00109
                  92,              0.0375,            0.015086,                   0,             0.93166,             0.71839,             0.78741,             0.43295,            0.036774,           0.0086985,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.039278,            0.013811,                   0,             0.93191,             0.72114,             0.78571,             0.43042,            0.036107,           0.0087523,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.035523,            0.013143,                   0,             0.93156,             0.71722,              0.7778,              0.4445,            0.035386,           0.0088076,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.038586,              0.0147,                   0,             0.93275,             0.73038,              0.7792,             0.43046,            0.035644,           0.0087849,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.035501,            0.014147,                   0,             0.93323,             0.73565,             0.78263,             0.41423,            0.036032,           0.0087528,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.036802,            0.012317,                   0,             0.93259,             0.72859,             0.77661,             0.43596,            0.035696,           0.0087629,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.035591,            0.015007,                   0,                   1,             0.67184,             0.77495,             0.43762,            0.035511,           0.0088082,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.035767,            0.014127,                   0,             0.84919,             0.73684,             0.77138,             0.44198,            0.035344,           0.0088119,                   0,            0.000298,            0.000298,            0.000298
